City,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Recycling_Count,Green_Area_Count
Lewiston,0,0,0,0,0,0,0
Lomme,0,0,0,0,0,0,0
Lubaczow,0,0,0,0,0,0,0
Luxor,0,0,0,0,0,0,0
Aanekoski,0,0,0,0,0,0,0
Alekseyevka,0,0,0,0,0,0,0
Abakaliki,0,0,0,0,0,0,0
Agueda,0,0,0,0,0,0,0
Albury,0,0,0,0,0,0,0
Alipur Duar,0,0,0,0,0,0,0
Altdorf,0,0,0,0,0,0,0
Angoche,0,0,0,0,0,0,0
Arlon,0,0,0,0,0,0,0
Attur,0,0,0,0,0,0,0
Dogondoutchi,0,0,0,0,0,0,0
Dezhou,0,0,0,0,0,0,0
Eibergen,0,0,0,0,0,0,0
Eslov,0,0,0,0,0,0,0
Evry,0,0,0,0,0,0,0
Eskasem,0,0,0,0,0,0,0
Fort Madison,0,0,0,0,0,0,0
Flower Mound,0,0,0,0,0,0,0
General Roca,0,0,0,0,0,0,0
Cluses,0,0,0,0,0,0,0
Colomiers,0,0,0,0,0,0,0
Cran Gevrier,0,0,0,0,0,0,0
Collierville,0,0,0,0,0,0,0
Cravinhos,0,0,0,0,0,0,0
Mankera,0,0,0,0,0,0,0
Culpeper,0,0,0,0,0,0,0
Marcq En Baroeul,0,0,0,0,0,0,0
Hagerstown,0,0,0,0,0,0,0
Graaff Reinet,0,0,0,0,0,0,0
Handan,0,0,0,0,0,0,0
Hervey Bay,0,0,0,0,0,0,0
Jamtara,0,0,0,0,0,0,0
Kadipaten,0,0,0,0,0,0,0
Kalyani,0,0,0,0,0,0,0
Kamnik,0,0,0,0,0,0,0
Jeluko,0,0,0,0,0,0,0
Hillcrest Heights,0,0,0,0,0,0,0
Ilebo,0,0,0,0,0,0,0
Hollola,0,0,0,0,0,0,0
Schleiden,0,0,0,0,0,0,0
Schwyz,0,0,0,0,0,0,0
Sanghar,0,0,0,0,0,0,0
Sendenhorst,0,0,0,0,0,0,0
Santa Maria,0,0,0,0,0,0,0
Santa Rosa De Viterbo,0,0,0,0,0,0,0
Someshwar,0,0,0,0,0,0,0
Son En Breugel,0,0,0,0,0,0,0
Stains,0,0,0,0,0,0,0
Sturgis,0,0,0,0,0,0,0
Sulejowek,0,0,0,0,0,0,0
Kiboga,0,0,0,0,0,0,0
Kormend,0,0,0,0,0,0,0
Koryazhma,0,0,0,0,0,0,0
Langedijk,0,0,0,0,0,0,0
Kozan,0,0,0,0,0,0,0
Kramat,0,0,0,0,0,0,0
Aalen,0,0,0,0,0,0,0
Lathrop,0,0,0,0,0,0,0
Alausi,0,0,0,0,0,0,0
Aden,0,0,0,0,0,0,0
Amherst,0,0,0,0,0,0,0
Apeldoorn,0,0,0,0,0,0,0
Dharangaon,0,0,0,0,0,0,0
Davlekanovo,0,0,0,0,0,0,0
Dondaicha,0,0,0,0,0,0,0
Dearborn,0,0,0,0,0,0,0
Epe,0,0,0,0,0,0,0
Koping,0,0,0,0,0,0,0
Federal Way,0,0,0,0,0,0,0
Kikwit,0,0,0,0,0,0,0
Lalin,0,0,0,0,0,0,0
Les Lilas,0,0,0,0,0,0,0
Lilienthal,0,0,0,0,0,0,0
Lushunkou,0,0,0,0,0,0,0
Lotung,0,0,0,0,0,0,0
Loncoche,0,0,0,0,0,0,0
La Ligua,0,0,0,0,0,0,0
Neropolis,0,0,0,0,0,0,0
Maham,0,0,0,0,0,0,0
Magugu,0,0,0,0,0,0,0
New Britain,0,0,0,0,0,0,0
New Bedford,0,0,0,0,0,0,0
New Castle,0,0,0,0,0,0,0
North Merrick,0,0,0,0,0,0,0
Nshamba,0,0,0,0,0,0,0
Novellara,0,0,0,0,0,0,0
Ocotlan,0,0,0,0,0,0,0
Goaigoaza,0,0,0,0,0,0,0
Goiana,0,0,0,0,0,0,0
Guapimirim,0,0,0,0,0,0,0
