location_id,city,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,temperature,humidity,wind_speed,wind_deg,timestamp,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Distance_to_Nearest_Road_m,Distance_to_Nearest_Industrial_m,Distance_to_Nearest_Farmland_m,Distance_to_Nearest_Landfill_m,Distance_to_Nearest_Dump_m,city_encoded,PM25 AQ_outlier,PM10 AQ_outlier,CO AQ_outlier,NO2 AQ_outlier,SO2 AQ_outlier,O3 AQ_outlier,AQI_outlier,hour,day_of_week,month,season,Source_Label
-0.4300727566273336,New Delhi,0.5977688604563953,-0.1164768166649466,0.3919618756792615,Moderate,0.4258947539943869,Poor,0.4391636160128413,Severe,0.4897082069436383,Good,0.0790130448146074,Good,0.2989086110640336,Satisfactory,1.0,0.7072208033433945,0.7051282051282051,0.2452380952380952,0.7222222222222223,1969-12-31 23:59:59.999999997,3.490445859872612,0.0,0.0,0.0,3.0,0.0004298708667916,1.0,1.0,1.0,0.6220121588223622,0.3174708085481383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,12,Winter,Vehicular
-0.4300724537165936,Pune,-0.4507497909142187,-0.6385046598396411,0.255597338289805,Moderate,0.2425133473122598,Moderate,0.1479408771904653,Very Poor,0.0646926356331074,Good,0.099022841878047,Good,0.7677623827806416,Moderate,1.0,0.8553517529602972,0.1538461538461538,0.2011904761904761,0.2944444444444444,1969-12-31 23:59:59.999999986,5.70063694267516,5.0,2.0,0.0,1.0,0.0070842718847258,0.3627417140930654,0.4805023256810923,1.0,0.1692944635866722,0.4915179554968054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,12,Winter,Natural
-0.4264556982290327,Shrirampur,-0.3366158320788169,-0.5139793282879221,0.0686035409034768,Good,0.0692638978960968,Good,0.1059434509588553,Very Poor,0.2866034206536501,Good,0.1839362114677713,Good,0.3561798786588527,Satisfactory,0.3333333333333333,0.8077548177385652,0.1666666666666666,0.2083333333333333,0.1833333333333333,1970-01-01 00:00:00.000000000,0.6847133757961783,3.0,11.0,0.0,0.0,0.0,0.2798491987681176,0.2182335541122757,1.0,1.0,0.6977307777043401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,Winter,Industrial
-0.4264551470266937,Vaduj,-0.5469828293659698,-0.5457613832764777,0.3032904586499445,Moderate,0.292611547096161,Moderate,0.211469676505053,Severe,0.2304361711117274,Good,0.1003055211769854,Good,0.509778966367282,Moderate,1.0,0.8251683306245647,0.0897435897435897,0.2714285714285713,0.1861111111111111,1970-01-01 00:00:00.000000000,0.0095541401273885,0.0,0.0,0.0,0.0,0.0002178012391744,1.0,1.0,1.0,1.0,0.9109936109275172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,Winter,Natural
-0.4133797416129935,Pushkar,0.3768715482184711,-0.5290505250682982,0.1687131366915424,Satisfactory,0.2666381693473846,Moderate,0.1037797266201541,Very Poor,0.2036062795894697,Good,0.0779869013754567,Good,0.4534417867250797,Satisfactory,1.0,0.7606222428604598,0.141025641025641,0.3333333333333332,0.963888888888889,1970-01-01 00:00:00.000000000,0.9713375796178344,1.0,218.0,0.0,0.0,0.0021464885281794,0.1169539007376844,0.0020068377167598,1.0,1.0,0.49812734082397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,Winter,Natural
-0.413379740861354,Orchha,0.2589788671427196,0.1062532056065257,0.125028485226768,Satisfactory,0.1239483878050073,Satisfactory,0.1392396615776455,Very Poor,0.2963825399935384,Good,0.0541290664152018,Good,0.1629404334612468,Good,0.6666666666666667,0.7722312514511261,0.3076923076923076,0.2249999999999999,0.011111111111111,1970-01-01 00:00:00.000000000,-0.1942675159235669,0.0,1.0,0.0,0.0,0.0134177026554556,1.0,0.3202687930036653,1.0,1.0,0.3505177351839612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,Winter,Natural
-0.4083808414999922,Phillaur,0.8475633991601216,-0.3382502880695814,0.1809938598677882,Satisfactory,0.2127726598179401,Moderate,0.3614349621696519,Severe,0.2675466752733549,Good,0.1316028960710832,Good,0.423317450253187,Satisfactory,1.0,0.711167866264221,0.3461538461538461,0.4369047619047618,0.8250000000000001,1970-01-01 00:00:00.000000000,1.3471337579617837,0.0,0.0,0.0,0.0,0.0073794498799227,1.0,1.0,1.0,1.0,0.4514210178453404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,Winter,Natural
-0.4080933799594331,Goraya,0.858216180411707,-0.3390606026064276,0.1809938598677882,Satisfactory,0.2127726598179401,Moderate,0.3614349621696519,Severe,0.2675466752733549,Good,0.1316028960710832,Good,0.423317450253187,Satisfactory,1.0,0.7127931274669144,0.3461538461538461,0.4297619047619047,0.8194444444444444,1969-12-31 23:59:59.999999996,1.1878980891719746,0.0,0.0,0.0,0.0,0.0021608175570725,1.0,1.0,1.0,1.0,-0.3760740251156642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,12,Winter,Natural
-0.4080911225353084,Phagwara,0.8685887270180468,-0.3404702573345068,0.1732067069181937,Satisfactory,0.2050742442509604,Moderate,0.3736166640275996,Severe,0.3021497129375751,Good,0.1272417864546925,Good,0.3924341673197933,Satisfactory,1.0,0.7130253076387277,0.3461538461538461,0.4214285714285714,0.8194444444444444,1969-12-31 23:59:59.999999987,0.7197452229299363,5.0,0.0,0.0,0.0,0.0293544485903101,0.1112894896678678,1.0,1.0,1.0,0.4492178894029522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,12,Winter,Natural
-0.4025800685097292,Mohali,0.8149233249456264,-0.192935712259846,0.3323710068781023,Moderate,0.3481384168239508,Moderate,0.509891596001762,Severe,0.3026512062370566,Good,0.1852188907667097,Good,0.483858025682165,Moderate,1.0,0.7042024611098212,0.4487179487179487,0.4297619047619047,0.9055555555555556,1970-01-01 00:00:00.000000000,4.993630573248407,4.0,0.0,0.0,0.0,0.0048575407947452,0.232192691652151,1.0,1.0,1.0,0.1976206212822207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,Winter,Industrial
